assists,games,goals,id,key_passes,npg,npxG,player_name,position,red_cards,shots,team_title,time,xA,xG,xGBuildup,xGChain,yellow_cards
1,23,2,708,3,2,1.539113461971283,Federico Fernández,D S,0,10,Newcastle United,1800,0.5378859490156174,1.539113461971283,1.8731387704610825,2.427045486867428,4
1,14,2,757,7,2,1.5283356253057718,Jeffrey Schlupp,D F M S,0,14,Crystal Palace,858,0.9487967370077968,1.5283356253057718,0.9975786209106445,2.9981749281287193,2
1,20,2,772,11,2,2.4463169127702713,Moussa Sissoko,D M S,0,13,Tottenham,1694,1.5521696154028177,2.4463169127702713,5.143913261592388,8.131335206329823,6
3,23,2,782,26,2,0.9502421077340841,Ben Chilwell,D M,0,13,Leicester,2063,2.852680943906307,0.9502421077340841,7.42765743099153,9.137042565271258,2
2,19,2,839,18,2,4.352435799315572,Shane Long,F S,0,30,Southampton,1158,2.411275327205658,4.352435799315572,0.6808784399181604,4.990272719413042,0
0,14,2,875,1,2,0.7519120462238789,Ciaran Clark,D,0,6,Newcastle United,1192,0.05486181378364563,0.7519120462238789,2.008845856413245,2.04942443408072,3
1,10,2,1017,4,2,2.4542423263192177,Matej Vydra,F S,0,10,Burnley,318,0.11540751717984676,2.4542423263192177,0.02505091391503811,2.564028486609459,0
1,23,2,1024,6,2,0.8149055074900389,Tyrone Mings,D,0,7,Aston Villa,2002,0.5325955301523209,0.8149055074900389,4.309110209345818,4.352596670389175,5
3,5,2,1228,11,1,0.7683772146701813,Bruno Fernandes,M,0,19,Manchester United,450,0.9358858149498701,1.529546082019806,0.5885154455900192,1.3860383294522762,1
0,20,2,1660,10,2,2.589537687599659,Andre Gray,F S,0,19,Watford,700,1.8659746497869492,2.589537687599659,0.2978367395699024,4.648880278691649,1
1,25,2,1676,4,2,1.3667015600949526,David Luiz,D,1,19,Arsenal,2185,0.7974880058318377,1.3667015600949526,7.308258097618818,8.121160369366407,4
2,24,2,1746,14,2,2.102083634585142,Jeff Hendrick,M S,0,22,Burnley,1944,1.3787488536909223,2.102083634585142,2.434791434556246,4.952221877872944,8
12,29,2,1791,75,2,2.6301961932331324,Trent Alexander-Arnold,D S,0,37,Liverpool,2557,9.825409773737192,2.6301961932331324,10.612040916457772,17.052323142066598,4
0,13,2,1822,2,2,0.8107747249305248,Antonio Rüdiger,D,0,10,Chelsea,1128,0.5386678278446198,0.8107747249305248,2.9394906163215637,2.9690027739852667,3
5,27,2,2335,16,2,2.0834652055054903,Pablo Fornals,M S,0,30,West Ham,1454,2.233265934512019,2.0834652055054903,3.1113457828760147,5.387462990358472,2
1,25,2,3491,10,2,3.011022513732314,Romain Saiss,D M S,1,20,Wolverhampton Wanderers,1982,1.0537418834865093,3.011022513732314,7.932174418121576,8.708972379565239,8
0,12,2,4918,2,2,2.2888070419430733,Patrick Cutrone,F S,0,11,Wolverhampton Wanderers,291,0.4840551167726517,2.2888070419430733,0,2.311261683702469,0
0,6,2,5073,1,2,0.38114709686487913,Florian Lejeune,D S,0,4,Newcastle United,442,0.051249224692583084,0.38114709686487913,0.2064840979874134,0.26894228905439377,0
1,23,2,5545,12,2,1.4748429134488106,Wilfred Ndidi,M S,0,18,Leicester,1890,0.5363118182867765,1.4748429134488106,6.592521280050278,7.469076216220856,3
1,23,2,5549,26,0,0.6228381348773837,Luka Milivojevic,M S,0,24,Crystal Palace,1985,1.658826588653028,2.145175809971988,2.8854375518858433,3.386176088824868,9
2,19,2,5962,12,2,0.352954987436533,Tanguy NDombele Alvaro,M S,0,9,Tottenham,943,0.7975045088678598,0.352954987436533,4.234967520460486,4.612597743049264,2
1,22,2,6033,33,2,2.4308148212730885,Aaron Mooy,F M S,1,30,Brighton,1666,2.79704031907022,2.4308148212730885,3.8414059318602085,7.467883437871933,0
3,27,2,6048,12,2,3.2942893002182245,Lewis Dunk,D,0,26,Brighton,2430,1.1003775196149945,3.2942893002182245,7.678885045461357,7.824779377318919,9
2,19,2,6143,16,2,0.4853102182969451,Jetro Willems,D M S,0,14,Newcastle United,1501,1.0827350770123303,0.4853102182969451,1.9653576435521245,3.2651069909334183,0
2,21,2,6382,12,2,1.53883820399642,Pedro Neto,F M S,0,13,Wolverhampton Wanderers,719,2.4464433835819364,1.53883820399642,3.88894709572196,6.571125816553831,2
0,10,2,6477,5,2,1.9128857553005219,Cenk Tosun,F S,0,15,"Crystal Palace,Everton",467,0.6228388315066695,1.9128857553005219,0.26230287551879883,2.3203846141695976,0
0,15,2,6504,5,2,0.8868072591722012,Michael Obafemi,F S,0,8,Southampton,469,0.6439533233642578,0.8868072591722012,0.4983104206621647,1.9733369052410126,1
1,25,2,6521,6,2,3.0695720240473747,Yerry Mina,D S,0,29,Everton,2082,1.6889887303113937,3.0695720240473747,3.608078724704683,3.892177133820951,3
5,29,2,6756,43,2,1.3537611104547977,Dwight McNeil,M,0,35,Burnley,2550,6.830052273347974,1.3537611104547977,2.3319827746599913,8.27003394626081,4
0,8,2,6842,4,2,0.5862441807985306,Alireza Jahanbakhsh,F M S,0,12,Brighton,282,0.993284672498703,0.5862441807985306,0.7349357418715954,1.5888513885438442,0
1,29,2,6853,20,2,1.2419526297599077,Rúben Neves,M S,0,46,Wolverhampton Wanderers,2297,1.4270835723727942,1.2419526297599077,9.474508036859334,10.917179143056273,7
0,29,2,7236,7,2,2.0676117688417435,Leander Dendoncker,D M S,0,13,Wolverhampton Wanderers,2286,0.6319406209513545,2.0676117688417435,8.055214263498783,8.831386530771852,4
1,28,2,7420,19,2,5.8132396172732115,Miguel Almirón,F M,0,42,Newcastle United,2397,1.3599323071539402,5.8132396172732115,3.125099530443549,9.900267831981182,5
2,18,2,7701,11,2,2.2402867088094354,Moussa Djenepo,F M S,1,20,Southampton,920,2.051112972199917,2.2402867088094354,2.5700225988402963,5.601651658304036,4
3,28,2,7706,14,2,0.4812652040272951,George Baldock,M,0,9,Sheffield United,2520,0.9310026345774531,0.4812652040272951,5.435123525559902,6.300659693777561,6
2,28,2,7707,30,2,1.1131481882184744,Enda Stevens,M,0,15,Sheffield United,2450,4.460210823453963,1.1131481882184744,7.853208238258958,10.952556017786264,5
0,17,2,7991,4,2,3.595319375395775,Aaron Connolly,F S,0,25,Brighton,848,0.22404515743255615,3.595319375395775,0.24616438150405884,3.0505980886518955,0
0,7,2,8016,3,2,0.608845729380846,Matthew Longstaff,M S,0,3,Newcastle United,541,0.18956130929291248,0.608845729380846,0.25069454684853554,1.0188108570873737,1
0,5,2,8300,7,2,0.9821225330233574,Steven Bergwijn,F M,0,7,Tottenham,423,0.27913845144212246,0.9821225330233574,0.6987497098743916,1.7438332363963127,1
0,12,1,12,7,1,0.9044787175953388,Mario Vrancic,M S,0,9,Norwich,373,1.0300541585311294,0.9044787175953388,0.6756402011960745,1.0647394740954041,2
2,29,1,87,23,1,4.561098229140043,Joelinton,F M S,0,42,Newcastle United,2264,2.8997997641563416,4.561098229140043,2.7308117244392633,8.442491918802261,6
0,14,1,111,5,1,0.569936778396368,Jannik Vestergaard,D S,0,9,Southampton,1139,0.7267072796821594,0.569936778396368,2.6643983628600836,2.784168591722846,2
0,2,1,191,0,1,0.8829848766326904,Chicharito,F S,0,3,West Ham,107,0,0.8829848766326904,0.07047868520021439,0.8958585262298584,0
0,14,1,209,1,1,2.6735257282853127,Josip Drmic,S,0,9,Norwich,184,0.08253630995750427,2.6735257282853127,0.12560321018099785,1.1623694151639938,0
0,8,1,332,1,1,0.1732353027909994,Joel Matip,D S,0,3,Liverpool,631,0.015664158388972282,0.1732353027909994,1.3297876920551062,1.3454518504440784,0
0,22,1,458,3,1,0.43339626118540764,Steve Cook,D,1,9,Bournemouth,1848,0.6846158243715763,0.43339626118540764,3.301864020526409,3.416296400129795,4
1,15,1,486,4,1,0.8086850233376026,Adam Lallana,M S,0,5,Liverpool,362,0.6536715552210808,0.8086850233376026,2.3135502636432648,3.720507051795721,1
0,8,1,492,1,1,0.20477427169680595,Héctor Bellerín,D M S,0,4,Arsenal,627,0.13279984891414642,0.20477427169680595,2.618407681584358,2.8689812794327736,2
2,18,1,499,37,1,1.7082734499126673,Mesut Özil,M,0,9,Arsenal,1472,2.287408385425806,1.7082734499126673,6.210024692118168,8.399061232805252,1
0,18,1,500,18,1,2.319125708192587,Alex Iwobi,F M S,0,21,Everton,1188,1.804931042715907,2.319125708192587,2.6797396317124367,6.13835946470499,0
2,21,1,503,13,1,3.0734377838671207,Theo Walcott,M S,0,28,Everton,1079,2.5287316888570786,3.0734377838671207,2.428788857534528,6.9425964476540685,1
1,14,1,508,7,1,0.6329495338723063,Calum Chambers,D S,0,12,Arsenal,1102,2.241443794220686,0.6329495338723063,3.210471026599407,4.406148262321949,5
1,6,1,519,3,1,1.115554228425026,Connor Wickham,S,0,3,Crystal Palace,78,0.4237448163330555,1.115554228425026,0.019518323242664337,1.451029047369957,0
1,18,1,530,2,1,1.0543269906193018,James Tomkins,D,0,9,Crystal Palace,1589,0.1189458891749382,1.0543269906193018,2.5303217004984617,2.6492675896734,5
1,27,1,532,10,1,2.084577916190028,Cheikhou Kouyaté,D M S,0,23,Crystal Palace,2008,0.7690878007560968,2.084577916190028,1.2140944069251418,3.337319782935083,2
0,10,1,596,13,1,1.6930489614605904,Tom Cleverley,M S,0,15,Watford,657,0.6229856535792351,1.6930489614605904,2.441903382539749,4.4138478115201,0
1,20,1,606,18,1,3.0345802269876003,Christian Benteke,F S,0,29,Crystal Palace,906,2.3906590789556503,3.0345802269876003,0.7189465072005987,5.1048407182097435,4
2,21,1,638,12,1,1.2933320086449385,Kyle Walker,D M,0,13,Manchester City,1815,1.283687425777316,1.2933320086449385,11.401293471455574,12.9517667517066,4
2,27,1,639,11,1,0.33252377808094025,Toby Alderweireld,D,0,11,Tottenham,2419,1.22739436943084,0.33252377808094025,5.881709944456816,6.985494628548622,4
1,19,1,640,3,1,0.637748884037137,Jan Vertonghen,D M S,0,4,Tottenham,1553,1.017921805381775,0.637748884037137,2.8695674035698175,3.5229541677981615,2
1,9,1,687,17,1,2.364188674837351,Pedro,F M S,0,21,Chelsea,659,1.0707551576197147,2.364188674837351,1.5569444578140974,4.645740082487464,1
0,15,1,703,4,1,0.562975381501019,Fikayo Tomori,D,0,7,Chelsea,1299,0.11987660080194473,0.562975381501019,4.995166843757033,5.061155995354056,3
2,26,1,714,46,1,3.0335504575632513,Gylfi Sigurdsson,M S,0,38,Everton,2014,3.739219726063311,3.0335504575632513,5.636756174266338,8.916472688317299,3
0,12,1,727,5,1,0.7519300580024719,DeAndre Yedlin,D M S,0,1,Newcastle United,771,0.23353363201022148,0.7519300580024719,1.2460389491170645,2.16118280403316,3
1,14,1,762,7,1,1.1715642865747213,Demarai Gray,M S,0,12,Leicester,396,1.372244454920292,1.9327331241220236,1.22238614782691,3.28102283552289,1
0,19,1,766,1,1,0.33702533785253763,Jamaal Lascelles,D,0,8,Newcastle United,1634,0.03229285776615143,0.33702533785253763,1.3224130552262068,1.4673837069422007,2
1,15,1,775,8,1,0.19788996130228043,Andros Townsend,M S,0,5,Crystal Palace,793,1.1352286487817764,0.19788996130228043,0.5625019185245037,1.5441585257649422,0
2,14,1,789,8,1,0.838938906788826,Robbie Brady,M S,0,8,Burnley,397,0.23705877736210823,0.838938906788826,0.39918601512908936,0.8703072406351566,1
1,23,1,791,5,1,0.5704268300905824,Alexander Tettey,D M S,0,19,Norwich,1802,0.48997790180146694,0.5704268300905824,4.33419437520206,5.033868225291371,4
1,29,1,807,5,1,2.069650897756219,Jonny Evans,D,0,21,Leicester,2580,0.24757484067231417,2.069650897756219,7.558910775929689,7.726678941398859,5
1,24,1,835,26,1,1.9393784645944834,Ryan Bertrand,D M S,1,14,Southampton,2022,3.224198631942272,1.9393784645944834,3.885035963729024,5.890782505273819,3
0,19,1,882,2,1,2.409251923672855,Glenn Murray,F S,0,15,Brighton,683,0.8032588064670563,2.409251923672855,0.603656955063343,3.0136610688641667,0
2,20,1,884,25,1,0.3726463094353676,Matt Targett,D M,0,6,Aston Villa,1701,3.1342114992439747,0.3726463094353676,5.214239217340946,6.521639958024025,3
0,6,1,888,3,1,0.5408407375216484,Xherdan Shaqiri,M S,0,4,Liverpool,170,0.1784982606768608,0.5408407375216484,0.044575419276952744,0.7241482846438885,0
3,23,1,922,30,1,2.2855918873101473,Andreas Pereira,M S,0,37,Manchester United,1470,3.62910283729434,2.2855918873101473,4.526673385873437,8.870069649070501,3
0,21,1,1042,5,1,1.4749548863619566,Tom Davies,M S,0,14,Everton,1357,0.5183175504207611,1.4749548863619566,4.098643854260445,4.698527172207832,7
4,22,1,1208,24,1,2.6192748080939054,Felipe Anderson,M S,0,22,West Ham,1447,2.5266092158854008,2.6192748080939054,3.7347656320780516,8.02098654396832,1
1,24,1,1227,13,1,1.4483503932133317,Lucas Torreira,M S,0,20,Arsenal,1364,0.8258079728111625,1.4483503932133317,4.751731127500534,6.3194262608885765,4
2,21,1,1234,7,1,1.088214228861034,Dennis Praet,M S,0,12,Leicester,978,1.340496439486742,1.088214228861034,4.211280019953847,5.667873807251453,2
2,22,1,1304,7,1,3.011134018190205,Moise Kean,F S,0,24,Everton,636,2.014130052179098,3.011134018190205,1.037409307435155,5.3650238728150725,0
0,17,1,1441,7,1,0.18729929812252522,Adam Masina,D S,0,6,Watford,1217,0.25918472092598677,0.18729929812252522,1.5948921516537666,1.8021522760391235,3
0,22,1,1653,3,1,1.824260788038373,Michael Keane,D S,0,11,Everton,1740,0.516354113817215,1.824260788038373,2.96665096282959,3.547507956624031,0
0,7,1,1663,10,1,0.494820736348629,Johann Berg Gudmundsson,M S,0,8,Burnley,399,0.6786905452609062,0.494820736348629,0.32082561030983925,0.7234417125582695,0
1,29,1,1665,10,1,1.7600637609139085,James Tarkowski,D,0,16,Burnley,2610,3.338153937831521,1.7600637609139085,1.597745792940259,1.6449549663811922,8
1,16,1,1678,3,1,3.038818970322609,Michy Batshuayi,F S,0,15,Chelsea,194,0.202503627166152,3.038818970322609,0.22043078392744064,3.1288072522729635,0
4,28,1,1683,44,1,3.4642705637961626,Ryan Fraser,F M S,0,27,Bournemouth,2054,3.600613407790661,3.4642705637961626,4.503551121801138,9.423755504190922,2
0,29,1,1687,13,1,2.3922342779114842,Harry Maguire,D,0,26,Manchester United,2610,0.3896394716575742,2.3922342779114842,6.73867320548743,7.040768935345113,4
7,28,1,1688,43,1,1.5470333928242326,Andrew Robertson,D S,0,17,Liverpool,2448,6.023233626037836,1.5470333928242326,10.457119684666395,14.772853404283524,1
3,21,1,1735,5,1,0.9333294555544853,Jack Stephens,D S,0,6,Southampton,1828,0.7523239962756634,0.9333294555544853,3.3493432123214006,4.078962441533804,2
0,4,1,1776,2,1,1.0633584856987,Jarrod Bowen,M S,0,8,West Ham,185,0.1452111229300499,1.0633584856987,0.4139987528324127,1.5594854652881622,0
2,24,1,2182,9,1,0.4618759723380208,Jefferson Lerma,M S,1,21,Bournemouth,1953,1.486191388219595,0.4618759723380208,6.931518618017435,7.367836333811283,9
3,25,1,2254,25,1,0.9012071788311005,Mateo Kovacic,M S,0,18,Chelsea,1687,1.658850857988,0.9012071788311005,7.51370782405138,8.42925550788641,7
1,26,1,2280,20,1,1.4496982358396053,Jonny,M S,0,17,Wolverhampton Wanderers,2210,1.4377709068357944,1.4496982358396053,5.6277726190164685,8.046689012087882,4
1,20,1,3420,16,1,0.1488159578293562,Fabinho,M S,0,8,Liverpool,1434,1.141563406214118,0.1488159578293562,7.568010792136192,8.245600774884224,5
6,29,1,3422,62,1,0.6017363397404552,João Moutinho,M S,0,19,Wolverhampton Wanderers,2435,5.570149978622794,0.6017363397404552,8.248676523566246,9.245372623205185,5
4,24,1,3600,28,1,0.431364506483078,Serge Aurier,D M S,1,11,Tottenham,1922,3.3071672860533,0.431364506483078,5.478919163346291,8.58906496502459,1
0,3,1,4068,1,1,0.36459624767303467,Florin Andone,F S,1,1,Brighton,69,0.058196283876895905,0.36459624767303467,0,0.36459624767303467,0
1,16,1,4476,4,1,1.561250001192093,Callum Robinson,F S,0,12,Sheffield United,674,0.6526464708149433,1.561250001192093,0.7018386432901025,2.8356007281690836,1
1,9,1,5247,8,1,1.4886545240879059,Naby Keita,M S,0,7,Liverpool,358,1.5349756926298141,1.4886545240879059,3.56887873634696,6.057857528328896,1
1,28,1,5264,4,1,0.8952308222651482,Caglar Söyüncü,D,0,14,Leicester,2520,0.27949673868715763,0.8952308222651482,4.384905194863677,4.460712989792228,4
1,27,1,6034,13,1,2.0798740731552243,Philip Billing,M S,0,29,Bournemouth,2178,1.3438758812844753,2.0798740731552243,4.930035213008523,6.71492472384125,7
0,27,1,6042,2,1,0.8746326193213463,Jan Bednarek,D,0,5,Southampton,2429,0.13852318935096264,0.8746326193213463,3.1194035299122334,3.136381085962057,3
0,15,1,6047,2,1,1.232606372795999,Shane Duffy,D S,0,6,Brighton,1067,0.13407667726278305,1.232606372795999,1.9144122581928968,2.0523229520767927,1
2,26,1,6050,25,1,1.748238142579794,Davy Pröpper,M,0,26,Brighton,2340,2.3319451212882996,1.748238142579794,7.726665645837784,10.795565402135253,4
1,24,1,6062,13,1,0.8047964051365852,Isaac Hayden,D M S,1,17,Newcastle United,1972,2.47210899554193,0.8047964051365852,3.044779938645661,5.332861630246043,4
0,26,1,6080,4,1,0.16505206748843193,Victor Lindelöf,D,0,5,Manchester United,2340,0.3704907242208719,0.16505206748843193,5.601352110505104,5.61163929477334,5
1,21,1,6104,13,1,2.120781311765313,Will Hughes,M S,0,19,Watford,1542,1.0857394244521856,2.120781311765313,2.214649500325322,4.749637756496668,4
1,16,1,6418,4,1,0.3366532791405916,Hamza Choudhury,M S,1,7,Leicester,773,0.11283764243125916,0.3366532791405916,2.442134227603674,2.659824423491955,2
4,17,1,6456,18,1,2.0151429465040565,Callum Hudson-Odoi,F M S,0,21,Chelsea,751,2.5607511326670647,2.0151429465040565,2.553686374798417,5.806542378850281,1
0,5,1,6482,2,1,1.7438649013638496,Eddie Nketiah,F S,0,7,Arsenal,251,0.16450239717960358,1.7438649013638496,0.07632841914892197,1.9846956953406334,0
0,13,1,6892,1,1,1.338660404086113,Fabián Balbuena,D S,0,10,West Ham,1081,0.4616926908493042,1.338660404086113,1.5280806254595518,1.5280806254595518,2
0,17,1,7152,2,1,0.7842208202928305,Björn Engels,D S,0,8,Aston Villa,1447,0.14336226508021355,0.7842208202928305,3.74813240673393,3.80121938791126,1
0,11,1,7384,1,1,1.053304761648178,Chris Mepham,D S,0,7,Bournemouth,901,0.07673638314008713,1.053304761648178,0.7328344620764256,0.928461879491806,1
0,19,1,7691,7,1,0.31126208417117596,Jamal Lewis,D S,0,8,Norwich,1502,0.5635909419506788,0.31126208417117596,2.1553217452019453,2.898248491808772,2
1,28,1,7693,18,1,1.0217958791181445,Kenny McLean,M S,0,24,Norwich,2283,2.0738785061985254,1.0217958791181445,5.802872350439429,7.3187798876315355,4
1,17,1,7697,12,1,0.7700885646045208,Onel Hernández,M S,0,15,Norwich,738,0.565306480973959,0.7700885646045208,0.5666603082790971,1.845782222226262,0
0,28,1,7710,40,0,0.5771325016394258,Oliver Norwood,M,0,17,Sheffield United,2396,3.2938175704330206,1.3383013252168894,6.763566330075264,7.586632963269949,6
0,8,1,7822,0,1,0.4821467623114586,Dennis Srbeny,S,0,2,Norwich,29,0,0.4821467623114586,0,0.4334107041358948,0
0,12,1,8075,11,1,0.9246470369398594,Brandon Williams,D M S,0,5,Manchester United,770,0.47643656842410564,0.9246470369398594,3.4251372385770082,4.608976427465677,5
0,4,1,8287,4,1,1.3751678168773651,Mbwana Samatta,F,0,8,Aston Villa,356,0.16063474118709564,1.3751678168773651,0.21162615716457367,1.1510808765888214,0
0,7,0,47,1,0,0.08367183804512024,Yoshinori Muto,M S,0,1,Newcastle United,189,0.014181027188897133,0.08367183804512024,0.10911807231605053,0.2069709375500679,0
0,6,0,62,5,0,0.8406880497932434,Lukas Rupp,M S,0,3,Norwich,345,0.39646532014012337,0.8406880497932434,0.509044935926795,1.7461983226239681,0
0,28,0,181,0,0,0,Bernd Leno,GK,0,0,Arsenal,2520,0,0,3.9288091426715255,3.9288091426715255,2
0,15,0,200,3,0,0.4820243939757347,Andreas Christensen,D,0,6,Chelsea,1260,0.4311496429145336,0.4820243939757347,3.736396037042141,4.081552110612392,5
1,22,0,204,13,0,0.20802700985223055,Granit Xhaka,M,0,9,Arsenal,1920,0.8495813049376011,0.20802700985223055,10.610998764634132,10.927052929997444,7
0,3,0,250,0,0,0,Ørjan Nyland,GK S,0,0,Aston Villa,176,0,0,0.02495569735765457,0.02495569735765457,0
0,3,0,317,2,0,0.4295179098844528,Henrikh Mkhitaryan,M S,0,2,Arsenal,109,0.2743019759654999,0.4295179098844528,0.29007071256637573,0.8670729100704193,1
0,1,0,330,0,0,0,Ralf Fährmann,GK,0,0,Norwich,21,0,0,0,0,0
0,13,0,338,1,0,0.43439741525799036,Max Meyer,F M S,0,8,Crystal Palace,544,0.08461391180753708,0.43439741525799036,0.2727445252239704,0.6111790128052235,1
2,17,0,342,9,0,0.18670990597456694,Sead Kolasinac,D M S,0,3,Arsenal,1103,1.2778912372887135,0.18670990597456694,5.2487118020653725,6.2355795204639435,3
1,28,0,343,28,0,2.5449669202789664,Pierre-Emile Højbjerg,D M S,0,41,Southampton,2444,1.8188716862350702,2.5449669202789664,6.908821965567768,9.882181437686086,5
0,15,0,456,4,0,0.15451994724571705,Simon Francis,D S,1,3,Bournemouth,956,0.4215386537835002,0.15451994724571705,1.679096294566989,1.7624632865190506,3
0,2,0,459,2,0,0,Charlie Daniels,D,0,0,Bournemouth,126,0.14172236621379852,0,0.418497234582901,0.4943442642688751,0
0,5,0,460,1,0,0.02773614227771759,Andrew Surman,M S,0,1,Bournemouth,230,0.04897062107920647,0.02773614227771759,0.8905238769948483,0.9394944868981838,1
0,10,0,461,18,0,0.4743898492306471,Matt Ritchie,D M S,0,15,Newcastle United,715,0.7600642833858728,1.2355587221682072,0.555747214704752,1.181945439428091,3
0,6,0,463,2,0,0.30153894424438477,Junior Stanislas,M S,0,4,Bournemouth,219,0.050800394266843796,0.30153894424438477,1.081264853477478,1.3041057735681534,0
0,2,0,481,0,0,0,Jordon Ibe,S,0,0,Bournemouth,39,0,0,0.021998491138219833,0.021998491138219833,0
0,8,0,485,1,0,0,Mamadou Sakho,D S,1,0,Crystal Palace,463,0.029572835192084312,0,0.9747383669018745,1.004311203956604,0
0,3,0,495,3,0,0.04398033022880554,Nacho Monreal,D,0,1,Arsenal,270,0.45943301916122437,0.04398033022880554,0.5824294127523899,0.6670906580984592,0
0,9,0,501,2,0,0.6208017915487289,Danny Welbeck,F S,0,5,Watford,261,0.03571087308228016,0.6208017915487289,0.03987191617488861,0.662718066945672,0
0,2,0,509,0,0,0,Wayne Hennessey,GK,0,0,Crystal Palace,180,0,0,0.11491350084543228,0.11491350084543228,0
0,20,0,510,4,0,0.1465304270386696,Joel Ward,D S,0,3,Crystal Palace,1573,0.1527654565870762,0.1465304270386696,1.0588691607117653,1.2700465247035027,3
1,9,0,512,3,0,0.1654362753033638,Scott Dann,D S,0,2,Crystal Palace,633,0.2376314327120781,0.1654362753033638,0.9536298289895058,0.9536298289895058,0
0,15,0,524,4,0,0.1671658717095852,Adrian Mariappa,D S,1,3,Watford,1228,0.24789968505501747,0.1671658717095852,1.432062209583819,1.7250290382653475,2
1,19,0,525,6,0,0.06097240559756756,Martin Kelly,D S,0,2,Crystal Palace,1554,0.8339540883898735,0.06097240559756756,2.184050213545561,2.3818599116057158,0
0,11,0,527,0,0,0,Adrián,GK S,0,0,Liverpool,873,0,0,2.574331186711788,2.574331186711788,1
2,19,0,535,28,0,1.8258016807958484,Manuel Lanzini,F M S,0,19,West Ham,1184,2.0081544034183025,1.8258016807958484,3.2455027271062136,5.4017337411642075,0
3,13,0,537,9,0,0.7353400997817516,Andy Carroll,F S,0,11,Newcastle United,489,0.7707528155297041,0.7353400997817516,0.5441404394805431,1.492760805413127,1
0,2,0,540,0,0,0,Darren Randolph,GK,0,0,West Ham,180,0,0,0,0,0
0,29,0,546,0,0,0,David de Gea,GK,0,0,Manchester United,2610,0,0,2.56291844509542,2.56291844509542,2
0,3,0,550,0,0,0.13206884264945984,Marcos Rojo,D S,0,1,Manchester United,119,0,0.13206884264945984,0.03241937234997749,0.03241937234997749,1
0,15,0,551,4,0,0.33733922988176346,Morgan Schneiderlin,M S,1,6,Everton,1014,0.1284838654100895,0.33733922988176346,3.0296873468905687,3.2938893102109432,4
2,17,0,554,18,0,1.2170822620391846,Juan Mata,M S,0,10,Manchester United,727,2.104931265115738,1.2170822620391846,2.7508954275399446,4.442819755524397,1
0,20,0,558,19,0,1.8861506134271622,Jesse Lingard,M S,0,20,Manchester United,885,1.0601367177441716,1.8861506134271622,3.927907875739038,6.67110800743103,3
0,1,0,566,0,0,0.057957686483860016,Sebastian Prödl,D,0,2,Watford,57,0,0.057957686483860016,0,0,0
0,12,0,568,11,0,0.2385536441579461,José Holebas,D S,0,6,Watford,1006,0.5429356396198273,0.2385536441579461,2.237692667171359,2.6095197815448046,5
2,24,0,572,13,0,0.6088766232132912,Etienne Capoue,M,0,18,Watford,2143,1.7163328491151333,0.6088766232132912,5.945104360580444,7.4125407207757235,7
0,4,0,573,1,0,1.4221107065677643,Odion Ighalo,S,0,4,Manchester United,26,0.042430657893419266,1.4221107065677643,0,1.464541345834732,0
0,27,0,581,2,0,0.07949306070804596,Craig Cathcart,D,0,1,Watford,2357,0.07538784667849541,0.07949306070804596,2.1953314999118447,2.232964620925486,6
1,18,0,585,8,0,0.7841763030737638,Seamus Coleman,D S,1,6,Everton,1193,1.5021497197449207,0.7841763030737638,2.21850876044482,3.9949164986610413,3
0,12,0,586,2,0,0.5476326206699014,John Stones,D S,0,6,Manchester City,904,0.06062992848455906,0.5476326206699014,4.7554101422429085,4.774322830140591,0
0,4,0,587,0,0,0,Phil Jagielka,D S,0,0,Sheffield United,123,0,0,0.04208984598517418,0.04208984598517418,0
0,5,0,588,5,0,0.043360382318496704,Leighton Baines,D S,0,1,Everton,333,0.645300904288888,0.043360382318496704,1.504334606230259,1.504334606230259,0
0,24,0,589,12,0,0.3154402831569314,James McCarthy,M S,0,9,Crystal Palace,1157,1.0542422272264957,0.3154402831569314,2.338792869821191,2.780180048197508,6
3,13,0,592,19,0,2.349222030490637,Ross Barkley,M S,0,29,Chelsea,667,2.447810595855117,2.349222030490637,4.873099349439144,8.282217927277088,0
0,16,0,593,2,0,0.024231426417827606,Aaron Lennon,M S,0,1,Burnley,466,0.15801358222961426,0.024231426417827606,0.10865041986107826,0.2908954285085201,4
0,3,0,599,0,0,0,Oumar Niasse,S,0,0,Everton,17,0,0,0.03237203508615494,0.03237203508615494,0
1,9,0,602,1,0,0.19115081522613764,Dejan Lovren,D,0,4,Liverpool,759,0.30198830366134644,0.19115081522613764,3.091093484312296,3.091093484312296,1
0,10,0,610,3,0,0,Pablo Zabaleta,D M S,0,0,West Ham,585,0.6028396636247635,0,2.1768071055412292,2.1768071055412292,2
0,23,0,614,6,0,0.44155726209282875,Fernandinho,D S,1,10,Manchester City,2002,0.2897927165031433,0.44155726209282875,11.497122462838888,11.561036076396704,6
0,4,0,624,0,0,0,Willy Caballero,GK,0,0,Chelsea,360,0,0,0.08024357818067074,0.08024357818067074,0
0,12,0,631,19,0,0.08267359249293804,Ashley Young,D M S,0,3,Manchester United,956,1.6687388122081757,0.08267359249293804,2.879492687061429,3.1620550770312548,5
3,28,0,633,25,0,1.6087825549766421,James McArthur,M,0,23,Crystal Palace,2450,2.5936839319765568,1.6087825549766421,3.309938570484519,6.313829668797553,5
0,19,0,635,1,0,0,Alex McCarthy,GK,0,0,Southampton,1710,0.02369353547692299,0,2.329312212765217,2.35300574824214,0
